post_id,post_title,post_author,post_content,post_category,default_category,post_tags,post_type,post_status,is_featured,package_id,alive_days,expire_date,post_date,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,post_neighbourhood,neighbourhood_latitude,neighbourhood_longitude,geodir_timing,geodir_contact,geodir_email,geodir_website,geodir_twitter,geodir_facebook,geodir_video,geodir_special_offers,linked_cpt_ID,geodir_backendextrainfo,geodir_ethicalcriteria,geodir_get_directions,geodir_twitterusername,geodir_Instagram,geodir_Calltoaction,gd_is_franchise,gd_franchise_lock,franchise,IMAGE,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,IMAGE11,IMAGE12,IMAGE13,IMAGE14,IMAGE15,IMAGE16,IMAGE17,IMAGE18,IMAGE19,IMAGE20,IMAGE21,IMAGE22,IMAGE23,IMAGE24,IMAGE25,LookupKey,FB hours (scraper),Ethicalities,Business Type,FinalTags,Final Description,fiverr_menu_id,UniqueCount
4056,La Crema Cafe,750,"Organic, fair trade coffee. Cheesecakes, crepes, pastries.",,,Cafe,gd_place,publish,,1,0,Never,2018-05-05 22:07,821 Browns Line,Toronto,Ontario,Canada,,43.6096356,-79.5472598,Alderwood,43.6462487,-79.3904529,,,lacrema.alderwood@gmail.com,https://lacremacafe.ca,,https://www.facebook.com/LaCremaAlderwood/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/22791574_1968191663394651_5430238688239957057_o.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/22829782_1968191273394690_5002046882134810520_o.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/22829919_1968188236728327_2284997304391981736_o.png,,,,,,,,,,,,,,,,,,,,,,,LaCremaAlderwood,"{'mon_1_open': '07:00', 'mon_1_close': '15:00', 'tue_1_open': '07:00', 'tue_1_close': '15:00', 'wed_1_open': '07:00', 'wed_1_close': '15:00', 'thu_1_open': '07:00', 'thu_1_close': '15:00', 'fri_1_open': '07:00', 'fri_1_close': '15:00', 'sat_1_open': '08:30', 'sat_1_close': '15:00', 'sun_1_open': '09:00', 'sun_1_close': '15:00'}",Fair Trade;Organic;,cafe;,best-fair-trade-coffee-shops;Best-Places-to-Work-and-Study;cafe,"Organic, fair trade coffee. Cheesecakes, crepes, pastries.",0,La Crema Cafe
4114,Mountain View Estates Coffee Sales & Events,750,"Toronto Custom Fair Trade Organic Coffee Roaster
100 types of fresh roasted coffee
Supplying Toronto Restaurants , Cafes ,Companies ,throughout Canada.",,,"Event Planner,Foodservice Distributor,Grocery Store",gd_place,publish,,1,0,Never,2018-05-05 22:17,26 Logan Avenue,Toronto,Ontario,Canada,,43.655157,-79.3406132,Leslieville,43.6462487,-79.3904529,,416 694 5455,,http://www.estatescoffee.com,,https://www.facebook.com/Mountain-View-Estates-Coffee-Sales-Events-1423259897925086/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/1669608_1423261407924935_876469455_o.jpg,,,,,,,,,,,,,,,,,,,,,,,,,Mountain-View-Estates-Coffee-Sales-Events-1423259897925086,0,Fair Trade;Organic;,Restaurant;cafe;,best-fair-trade-coffee-shops;best-organic-restaurants-and-businesses;Best-Places-to-Work-and-Study;Restaurant;cafe,"Toronto Custom Fair Trade Organic Coffee Roaster
100 types of fresh roasted coffee
Supplying Toronto Restaurants , Cafes ,Companies ,throughout Canada.",69,Mountain View Estates Coffee Sales & Events
2805,The Health Shoppe,750,Nutritionists and dieticians are at the centre of our business. ,,,"Alternative &amp; Holistic Health Service,Health Food Store",gd_place,publish,,1,0,Never,2018-05-05 16:58,41A Charles St W,Toronto,Ontario,Canada,,43.6682047,-79.3879168,,,,,416-923-5071,healthshoppe@rogers.com,http://www.thehealthshoppe.net,,https://www.facebook.com/thehealthshoppetoronto/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/10682451_797736280297729_4786676209917472999_o.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/1962878_795641383840552_2100713190171470834_n.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/1382153_574601842611175_427547143_n.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/1381315_574576022613757_1583733114_n.jpg,,,,,,,,,,,,,,,,,,,,,,thehealthshoppetoronto,,Organic;,Store;,best-organic-restaurants-and-businesses;Best-Health-Food-Stores;Store,Nutritionists and dieticians are at the centre of our business.,72,The Health Shoppe
3764,96 Star Chatter,750, 96 Star Coffee is an organic kitchen & cafe with a mission to revolutionize the way people eat. Maximize your nutrients for optimum wellness!,,,"Coffee Shop,Restaurant",gd_place,publish,,1,0,Never,2018-05-05 21:18,809 Little Blvd,Toronto,Ontario,Canada,,43.6957503,-79.4593179,Briar Hill - Belgravia,43.6462487,-79.3904529,,(416) 554-2771,,,,https://www.facebook.com/96-Star-Chatter-969542563139965/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/942784_969543419806546_2415148744806151585_n.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/12669548_969542913139930_350310329483528753_n.png,,,,,,,,,,,,,,,,,,,,,,,,96-Star-Chatter-969542563139965,0,Organic;,cafe;,Best-Places-to-Work-and-Study;cafe, 96 Star Coffee is an organic kitchen & cafe with a mission to revolutionize the way people eat. Maximize your nutrients for optimum wellness!,73,96 Star Chatter
3768,Afghan Jawan,750,This page belongs  to afghan youth organization we try to bring our young generation together and help them know their culture and good relationship ,,,"Afghani Restaurant,Nonprofit Organization",gd_place,publish,,1,0,Never,2018-05-05 21:19,11753 Sheppard Ave E,Toronto,Ontario,Canada,,43.7991364,-79.1485917,Rouge,43.6462487,-79.3904529,,6478884999,,http://www.afghanjawan.org,,https://www.facebook.com/afghanjawan/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/12039184_1061906800509487_4134711673666639592_n.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/223229_209277525772423_1548514_n.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/226247_208967235803452_5164606_n.jpg,,,,,,,,,,,,,,,,,,,,,,,afghanjawan,0,Organic;,,best-organic-restaurants-and-businesses,This page belongs  to afghan youth organization we try to bring our young generation together and help them know their culture and good relationship ,76,Afghan Jawan
3816,Bistro Bela,750,Restaurant,,,Restaurant,gd_place,publish,,1,0,Never,2018-05-05 21:26,369 roncesvalles ave,Toronto,ON,Canada,,43.65009686,-79.45020676,,,,,16473513005,,,,https://www.facebook.com/bistrobela/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/27993579_1668255403240329_7712429922864808203_o.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/27913154_1668248996574303_8438582433491777656_o.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/27908348_1668233329909203_7843409576425900449_o.png,,,,,,,,,,,,,,,,,,,,,,,bistrobela,0,Organic;,Restaurant;,best-organic-restaurants-and-businesses;Restaurant,Restaurant,94,Bistro Bela
3852,Charlie's Friend Art Cafe,750,"""Charlie's Friend Art Cafe"" is a coffee shop  in Toronto offering Espresso-based and Turkish coffee, pastries and organic juices and preserves.",,,Coffee Shop,gd_place,publish,,1,0,Never,2018-05-05 21:32,1165 Bloor Street West,Toronto,Ontario,Canada,,43.6592069,-79.4380481,Brockton Village,43.6462487,-79.3904529,,,,,,https://www.facebook.com/CharliesFriendArtCafe/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/29871822_1931266500257271_7332320156154251003_o.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/29983680_1931173880266533_2828026575738715010_o.png,http://ettest.pow7.com/wp-content/uploads/2018/05/29871627_1931173163599938_1511685815546084656_o.png,,,,,,,,,,,,,,,,,,,,,,,CharliesFriendArtCafe,0,Organic;,cafe;,Best-Places-to-Work-and-Study;cafe,"""Charlie's Friend Art Cafe"" is a coffee shop  in Toronto offering Espresso-based and Turkish coffee, pastries and organic juices and preserves.",168,Charlie's Friend Art Cafe
3854,Cheese2Go,750,"Cheese2Go was created so that no matter where you live in Canada you have access to the best cheese, complimentary foods and accessories from Canada, and the rest of the world. Our goal is to develop a website that will be your one-stop-shop for, not just cheese, but for all kinds of useful and interesting content about our products, their preparation, serving tips and recipes. ",,,"Grocery Store,Restaurant,Shopping &amp; Retail",gd_place,publish,,1,0,Never,2018-05-05 21:32,925 Kingston Road,Toronto,Ontario,Canada,,43.6801827,-79.2886973,The Beach,43.6462487,-79.3904529,,416 875-1883,info@cheese2go.ca,http://shop.artofcheese.ca,,https://www.facebook.com/Cheese2Go/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/1979358_564015373695541_744661037_o.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/1507950_683870648376679_1691761530497076227_n.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/1920513_564018687028543_1693542628_n.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/67634_351566898273724_1975574547_n.jpg,,,,,,,,,,,,,,,,,,,,,,Cheese2Go,0,Organic;,Store;,best-organic-restaurants-and-businesses;Best-Health-Food-Stores;Store,"Cheese2Go was created so that no matter where you live in Canada you have access to the best cheese, complimentary foods and accessories from Canada, and the rest of the world. Our goal is to develop a website that will be your one-stop-shop for, not just cheese, but for all kinds of useful and interesting content about our products, their preparation, serving tips and recipes. ",176,Cheese2Go
3860,China-West Filmmakers Alliance,750,"CWFA is a not-for-profit membership organization supported by filmmakers from both the Chinese and international communities. The organization provides an unparalleled insight into China-West collaboration issues in filmmaking from investing, distributing, government policies and regulations to filmmaking technologies. The CWFA’s mission is to provide advocating, networking and to promote effective communication, partnerships and connections for its members.",,,Nonprofit Organization,gd_place,publish,,1,0,Never,2018-05-05 21:33,30 Booth Ave,Toronto,Ontario,Canada,,43.654452,-79.3421552,Leslieville,43.6462487,-79.3904529,,,info@chinawestfilmmakers.com,http://www.chinawestfilmmakers.com/about-cwfa/,,https://www.facebook.com/chinawestfilmmaker/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/14231169_757455457728984_8805407243147763310_o.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/11903873_602263539914844_449909839318554416_n.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/11923572_602263469914851_6490839959083386160_n.jpg,http://ettest.pow7.com/wp-content/uploads/2018/05/11866307_598645423609989_7686751179282815200_n.jpg,,,,,,,,,,,,,,,,,,,,,,chinawestfilmmaker,0,Organic;,,best-organic-restaurants-and-businesses,"CWFA is a not-for-profit membership organization supported by filmmakers from both the Chinese and international communities. The organization provides an unparalleled insight into China-West collaboration issues in filmmaking from investing, distributing, government policies and regulations to filmmaking technologies. The CWFA’s mission is to provide advocating, networking and to promote effective communication, partnerships and connections for its members.",200,China-West Filmmakers Alliance
3862,Chipotle Mexican Grill,750,"Chipotle prepares burritos and tacos at reasonable prices. Our Food With Integrity philosophy includes unprocessed, sustainable, nutritious, responsibly raised, and organic foods where possible.",,,"Fast Food Restaurant,Tex-Mex Restaurant",gd_place,publish,,1,0,Never,2018-05-05 21:33,5089 Dixie Road Building B Unit B1,Mississauga,Ontario,Canada,,43.6374444,-79.6222684,,,,,(905) 629-2770,,https://chipotle.ca/,,https://www.facebook.com/Chipotle-Mexican-Grill-212626922437748/,,,,,,Get Directions,,,,0,,0,http://ettest.pow7.com/wp-content/uploads/2018/05/31699007_10156317994799253_1658050465100726272_o-12.jpg,,,,,,,,,,,,,,,,,,,,,,,,,Chipotle-Mexican-Grill-212626922437748,"{'mon_1_open': '10:45', 'mon_1_close': '22:00', 'tue_1_open': '10:45', 'tue_1_close': '22:00', 'wed_1_open': '10:45', 'wed_1_close': '22:00', 'thu_1_open': '10:45', 'thu_1_close': '22:00', 'fri_1_open': '10:45', 'fri_1_close': '22:00', 'sat_1_open': '10:45', 'sat_1_close': '22:00', 'sun_1_open': '10:45', 'sun_1_close': '22:00'}",Organic;,,best-organic-restaurants-and-businesses,"Chipotle prepares burritos and tacos at reasonable prices. Our Food With Integrity philosophy includes unprocessed, sustainable, nutritious, responsibly raised, and organic foods where possible.",221,Chipotle Mexican Grill (Dixie Road)
