post_id,post_title,post_author,post_content,post_category,default_category,post_tags,post_type,post_status,is_featured,claimed,package_id,alive_days,expire_date,post_date,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,post_neighbourhood,neighbourhood_latitude,neighbourhood_longitude,geodir_timing,geodir_contact,geodir_email,geodir_website,geodir_twitter,geodir_facebook,geodir_video,geodir_special_offers,linked_cpt_ID,geodir_backendextrainfo,geodir_ethicalcriteria,geodir_get_directions,geodir_twitterusername,geodir_Instagram,geodir_Calltoaction,gd_is_franchise,gd_franchise_lock,franchise,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE
413,The Gelato Tree (Formerly Trii Outdoor Lounge),1,"Formerly known as Trii Outdoor Lounge, the Gelato Tree is one of Ottawa's finest Gelato Coffee Dessert Bars.

Since 2014 this place has offered organic soy or almond milk for their specialty coffees for vegans.

NCVA members get 10% discount on food and drinks",Cafés and Bakeries,Cafés and Bakeries,"Best Vegan and Vegetarian Desserts Pastries and Treats in Ottawa,Cafe,Gelato,Lounge,patio,Vegan-friendly",gd_place,publish,,,1,0,Never,2016-05-19 17:00,1195 Wellington St W,Ottawa,Ontario,Canada,K1Y 2Z6,45.4006093,-75.7299216,Hintonburg,45.4017503,-75.7267089,"Mon-Sun:	 11:00 - 21:00",6137923555,thegelatotree@gmail.com,http://www.thegelatotree.com/,https://www.twitter.com/thegelatotree/,https://www.facebook.com/thegelatotree/,,,,,"Vegan,Vegetarian,Organic",Get Directions,,,,0,,0,https://ethicaltree.com/wp-content/uploads/2017/03/413_1234889_1814932348647471_2118205191_n.jpg,https://ethicaltree.com/wp-content/uploads/2016/05/1071376_1793826754091364_2030894011_o.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Essence Hair Studio,1,"Private thorough bilingual consultation and services to unveil your essence and customize your hairstyle... relaxing ambiance... organic teas... purified water... soothing music... therapeutic sensory experience via aromatherapy with pure organic essential oils... air cleansed environment.

Products are Canadian, 100% organic, vegan and nature-friendly.

NCVA members get 10% discount on vegan hair products

Fair Trade pure shea butter also for sale",Other,Other,"Best Organic Restaurants and Businesses (Ottawa),hair,Vegan",gd_place,publish,,,1,0,Never,2016-05-19 18:37,6344 Roslyn Ave,Ottawa,Ontario,Canada,K1C 3A1,45.4812432,-75.5510754,Orleans,45.4735948,-75.5204844,,6138373569,nisha@essencehairstudio.ca,http://www.essencehairstudio.ca/,,,,,,,"Vegan,Vegetarian,Fair trade,Woman-owned,Organic",Get Directions,,,,0,,0,https://ethicaltree.com/wp-content/uploads/2017/03/425_Screen-Shot-2017-03-19-at-1.33.06-PM.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Salon Vert (Hair Salon),1,"Salon Vert is a Cruelty-Free and green unisex hair salon that offers multiple services that are safe for: vegans, pregnant woman, individuals receiving chemotherapy, individuals receiving radiation, individuals with allergies, or anyone with a conscious mind. Yes! That means you can get your hair done even if you're expecting! We carry an ammonia free line called Nectaya, made by Goldwell, that is safe AND good for your hair (with upto 100% grey coverage!).

Owned and operated by Cara McEachern: Master level Color Tech with 6 years of training with Goldwell, Extension Specialist, fellow vegan and all around animal lover.

NCVA members get free haircut with purchase of colour service",Other,Other,"Best Organic Restaurants and Businesses (Ottawa),FeaturedWomen,Green,hair,Salon,Vegan",gd_place,publish,,,1,0,Never,2016-05-19 18:46,225 Metcalfe,Ottawa,Ontario,Canada,K2P 1P9,45.4175802,-75.692519,Centretown,45.41996677,-75.6932603,"Tues-Wed:	 12:00 - 21:00 Thurs-Fri:	 09:00 - 18:00 Sat:	 09:00 - 17:00",6132661109,salonvertottawa@gmail.com,http://instagram.com/salonvert,,https://www.facebook.com/salonvertottawa/,,,,,"Vegan,Vegetarian,Woman-owned",Get Directions,,,,0,,0,https://ethicaltree.com/wp-content/uploads/2016/05/12091315_1032941203396571_8006361105957595712_o.jpg,https://ethicaltree.com/wp-content/uploads/2016/05/12742364_1095956937094997_4999108277001017904_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Silverline Tattoo,1,"Crystal is a female artist with a bubbly bedside manner who enjoys tattooing a variety of different tattoo styles but mostly bright colours, Old school and anything unique. She has been tattooing in the Ottawa/Hull area for 4 years.

Make sure you ask for Crystal for a completely vegan tattoo service.",Other,Other,"piercings,Tattoos,Vegan",gd_place,publish,,,1,0,Never,2016-05-19 18:49,152 Rideau St,Ottawa,Ontario,Canada,K2P 1X9,45.426747,-75.689885,Byward Market,45.4272431,-75.694269,,6132315110,crystalbalsertattoo@gmail.com,http://iateallmypaste.deviantart.com/,,https://www.facebook.com/Silverline-Tattoo-197270336967920/,,,,"Crystal used to work with MOD Tattoo, now she's moved to Silverline","Vegan,Vegetarian",Get Directions,,,,0,,0,https://ethicaltree.com/wp-content/uploads/2017/03/429_10933934_1007096612651951_3939407791564506076_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,terra20 (Pinecrest),1,"15,000 sq. ft. flagship store at the Pinecrest Shopping Centre with products featured across more than a dozen home and lifestyle categories including cosmetics, personal care, fashion, cleaning, home solutions, cooking, kids/baby products, and more.

Strong focus on ethical consumerism including a wide variety of products which are marked as Fair Trade, Vegan, Organic, Green Certified, Recycled, Sustainable, Made-in-Canada, and Free of Harmful Chemicals

NCVA members get 10% off regularly-priced items in-store or online",Local Stores,Local Stores,"Best Organic Restaurants and Businesses (Ottawa),Environmental,Fair Trade Lifestyle: Clothing Household Gifts and Groceries in Ottawa,Fairtrade,Organic,terra20,Vegan",gd_place,publish,,,1,0,Never,2016-05-19 19:01,2685 Iris Street,Ottawa,Ontario,Canada,K2C 3S4,45.350258,-75.783854,,,,"Monday to Thursday, 10 a.m. - 8 p.m. Friday, 10 a.m. - 9 p.m. Saturday 9 a.m. - 8 p.m Sunday 11 a.m. - 6 p.m.",6138377220,info@terra20.com,http://www.terra20.com,http://twitter.com/exploreterra20,https://www.facebook.com/exploreterra20/,,,,,"Vegan,Vegetarian,Fair trade,Organic",Get Directions,exploreterra20,,,0,,0,https://ethicaltree.com/wp-content/uploads/2017/03/431_Screen-Shot-2017-03-19-at-1.27.29-PM.png,https://ethicaltree.com/wp-content/uploads/2016/05/1186037_426783700759951_1480711330_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,terra20 (Wellington),1,"Terra20 has products featured across more than a dozen home and lifestyle categories including cosmetics, personal care, fashion, cleaning, home solutions, cooking, kids/baby products, and more.

Strong focus on ethical consumerism including a wide variety of products which are marked as Fair Trade, Vegan, Organic, Green Certified, Recycled, Sustainable, Made-in-Canada, and Free of Harmful Chemicals.

NCVA members get 10% off regularly-priced items in-store or online",Local Stores,Local Stores,"Canadian,coffee,Cruelty-Free,eco,eco-bar,Environmental,essential oils,Fair Trade,Fair Trade Lifestyle: Clothing Household Gifts and Groceries in Ottawa,Fairtrade,free of harmful chemicals,green certification,grocery,Health,high efficiency,household,low waste,made in canada,Natural,no-bunnies,Organic,personal care,shampoo,store,sustainable,Tea,terra20,Vegan",gd_place,publish,,,1,0,Never,2018-01-27 1:01,1304 Wellington St W,Ottawa,Ontario,Canada,K1Y 3B2,45.398671,-75.736155,Hintonburg,45.4017503,-75.7267089,Monday-Wednesday: 10:00am - 6:00pm Thursday-Friday: 10:00am - 8:00pm Saturday: 9:00am-6:00pm Sunday: 11:00am-5:00pm,6138377220,info@terra20.com,http://www.terra20.com,http://twitter.com/exploreterra20,https://www.facebook.com/exploreterra20/,,,,,"Vegan,Vegetarian,Fair trade,Organic",Get Directions,exploreterra20,,"<a href=""https://terra20.com/"" target=""_blank"" rel=""noopener""> Shop online now! </a>",0,,0,https://ethicaltree.com/wp-content/uploads/2018/01/433_22489754_1241393132632333_122691965345050531_n.jpg,https://ethicaltree.com/wp-content/uploads/2018/01/433_18558731_1119267174844930_1514861484487371042_o.jpg,https://ethicaltree.com/wp-content/uploads/2018/01/433_26229405_1318220428282936_3064573852762467402_n.jpg,https://ethicaltree.com/wp-content/uploads/2018/01/433_23592207_1266751206763192_5521899003779201906_o.jpg,https://ethicaltree.com/wp-content/uploads/2018/01/433_23926375_1275345169237129_4149217318865780632_o.jpg,https://ethicaltree.com/wp-content/uploads/2018/01/433_24254869_1281377451967234_8401992089972795148_o.jpg,https://ethicaltree.com/wp-content/uploads/2018/01/433_25488124_1301158949989084_3642886770319854750_o.jpg,https://ethicaltree.com/wp-content/uploads/2018/01/433_22045627_1228110017293978_3002292090507292206_n.jpg,https://ethicaltree.com/wp-content/uploads/2018/01/433_17349788_1062425933862388_3033301009495790930_o.jpg,https://ethicaltree.com/wp-content/uploads/2018/01/433_21558656_1219571698147810_5619205923467903997_n.jpg,https://ethicaltree.com/wp-content/uploads/2017/03/433_1186037_426783700759951_1480711330_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Ten Thousand Villages,10,"Fair trade decor, food and handicrafts in Ottawa's only 100% fairly-traded, not-for-profit store. Tons of products made by women's cooperatives.

Vegan products including chocolates, soaps and more.",Local Stores,Local Stores,"Fair Trade Lifestyle: Clothing Household Gifts and Groceries in Ottawa,food,Handicrafts,household,October2016",gd_place,publish,,,1,0,Never,2016-05-20 17:48,371 Richmond Road,Ottawa,Ontario,Canada,K2A 0B7,45.3914681,-75.7554706,Westboro,45.3922459,-75.7532734,Mon-Weds 10am-6pm; Thurs 10am-9pm; Fri-Sat 10am-6pm; Sun 12pm-5pm,6137594701,ottawa@villages.ca,http://tenthousandvillages.ca,https://twitter.com/VillagesOttawa,https://www.facebook.com/VillagesOttawa/,,,,,"Vegan,Vegetarian,Fair trade",Get Directions,VillagesOttawa,,,0,,0,https://ethicaltree.com/wp-content/uploads/2017/03/468_10626206_753175631411196_135778589064574438_o.jpg,https://ethicaltree.com/wp-content/uploads/2016/05/468_ten-thousand-villages.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Genji Japanese Restaurant,261,"Genji is committed to creating exquisite Japanese delicacies, from sushi and sashimi to tempura and teriyaki. On the catering side, Genji crafts delightful 64-piece sushi and maki party trays.

Genji's menu clearly labels which items are vegetarian and the staff are accommodating if you tell them you're vegan. Nice variety of vegan sushi options including asparagus, turnip, radish, avocado, mango, mushroom, sweet potato and more!",Restaurants,Restaurants,"Best Asian Restaurants with Vegan and Vegetarian Options in Ottawa,Japanese,Restaurant,Sushi,Vegan-friendly",gd_place,publish,,,1,0,Never,2016-05-21 12:33,175 Lisgar St,Ottawa,Ontario,Canada,K2P 0C3,45.418919,-75.6924485,Centretown,45.41996677,-75.6932603,"Tues-Wed:	 11:30 - 14:30 16:30 - 22:00 Thurs-Fri:	 11:30 - 14:30 16:30 - 22:30 Sat:	 16:30 - 22:30 Sun:	 16:30 - 22:00",6132362880,genji@genji.ca,http://www.Genji.ca,,https://www.facebook.com/Genji-Japanese-Restaurant-113021518732421/,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://ethicaltree.com/wp-content/uploads/2017/03/471_621183_456799501021286_1123555931_o.jpg,https://ethicaltree.com/wp-content/uploads/2016/05/295268_456824747685428_1011534470_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Burrito Gringо (Downtown),261,"Burrito gringo serves up gourmet burritos and other Mexican delights in a fun modern atmosphere. All food is prepared in the restaurant daily.

Many vegan options such as burritos with with rice, beans, vegetables, guacamole and herbs. You can also get burrito bowls or nachos without cheese and sour cream. Recently confirmed with owner that guacamole is vegan.",Restaurants,Restaurants,"Best Mexican Restaurants with Vegan and Vegetarian Options in Ottawa,Burrito,Grill,Mexican,Restaurant,Vegan-friendly",gd_place,publish,,,1,0,Never,2016-05-24 9:44,566 Bronson Ave,Ottawa,Ontario,Canada,K1K 3B1,45.4054284,-75.7024473,Chinatown,45.409151,-75.7112239,,6135649696,info@burritogringo.ca,http://www.burritogringo.ca,https://twitter.com/Burritogringo,https://www.facebook.com/Burritogringo/,,,,,"Vegan,Vegetarian",Get Directions,Burritogringo,,,1,"claimed,geodir_timing,gd_placecategory,geodir_email,geodir_ethicalcriteria,geodir_backendextrainfo,geodir_facebook,post_desc,geodir_menu,post_tags,geodir_twitter,geodir_website",0,https://ethicaltree.com/wp-content/uploads/2017/10/477_burrro-ott.jpg,https://ethicaltree.com/wp-content/uploads/2016/05/418797_404553602937925_2146480987_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,La Belle Verte - Gatineau,261,"Full Menu of Sumptuous Vegan and Raw Food Cuisine:

Rainbow Salads
Hot Soups
Fresh-Baked Chapati Sandwiches &amp; Gourmet Pizzas
Green Juices
Decadent &amp; Healthy Desserts
Organic &amp; Fair-Trade Coffee and Teas

Almost entirely vegan with the exception of some dishes containing goat cheese. Restaurant claims to be 95% vegan, 5% vegetarian. They also clearly label Gluten-free and Raw Vegan items on the menu.

All coffees and teas are Fair Trade and Organic.",Restaurants,Restaurants,"Best Entirely Vegetarian and Vegan Restaurants in Ottawa,f02,Healthy Vegan and Vegetarian Restaurants in Ottawa,Raw,Restaurant,Vegan,Vegetarian",gd_place,publish,,,1,0,Never,2016-05-24 11:40,166 rue Eddy,Gatineau,Québec,Canada,J8X 2W1,45.4307097,-75.7202121,Hull,45.427272,-75.71346,Mon-Tues 11-19h; Weds-Sat 11-21h; Sun closed,8197786363,phipps35@hotmail.com,http://www.labelleverte.ca,,https://www.facebook.com/LaBelleVerteGatineau/,,,,,"Vegan,Vegetarian,Fair trade,Organic",Get Directions,,,,0,,0,https://ethicaltree.com/wp-content/uploads/2016/05/197135_189336974437681_2927692_n.jpg,https://ethicaltree.com/wp-content/uploads/2016/05/1011681_804841439553895_2768521118861993495_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Ceylonta (Somerset),261,"Ceylonta is the first restaurant in Canada's National capital serving Sri Lankan and South-Indian food since 1994.

Many Indian and Sri Lankan dishes are already vegan and the staff at Ceylonta are happy to help with your dietary needs, including making vegan roti for you upon request. Ceylonta has very affordable weekday lunch buffets with mostly vegan items.",Restaurants,Restaurants,"Best Indian Restaurants with Vegetarian and Vegan options (Ottawa),Indian,Restaurant,Sri-Lankan,Vegan-friendly,XF",gd_place,publish,1,,4,0,Never,2018-02-11 12:02,403 Somerset St W,Ottawa,Ontario,Canada,K2P 0K1,45.4148918,-75.6976322,centretown-1-1-1,45.4133828,-75.6943837,MON – FRI – 11:30am – 02:00pm | 05:00pm – 09:00pm SAT – 05:00pm – 09:00pm SUN – 12:00pm – 02:00pm | 05:00pm – 09:00pm,6132377812,info@ceylonta.com,http://www.ceylonta.com/,,https://www.facebook.com/pages/Ceylonta-Restaurant/121402727902332,,,,,"Vegan,Vegetarian",Get Directions,,,,1,"gd_placecategory,geodir_facebook,post_desc,geodir_menu,geodir_twitter,geodir_website",0,https://ethicaltree.com/wp-content/uploads/2017/12/482_Screen-Shot-2017-12-28-at-9.13.39-AM.png,https://ethicaltree.com/wp-content/uploads/2017/12/482_Screen-Shot-2017-12-28-at-9.12.21-AM.png,https://ethicaltree.com/wp-content/uploads/2017/12/482_Screen-Shot-2017-12-28-at-9.13.10-AM.png,https://ethicaltree.com/wp-content/uploads/2017/12/482_Screen-Shot-2017-12-28-at-9.13.59-AM.png,https://ethicaltree.com/wp-content/uploads/2016/05/482_celyonta.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Ceylonta (Carling),1,"Ceylonta is the first restaurant in Canada's National capital serving Sri Lankan and South-Indian food since 1994.

Many Indian and Sri Lankan dishes are already vegan and the staff at Ceylonta are happy to help with your dietary needs, including making vegan roti for you upon request. Ceylonta has very affordable weekday lunch buffets with mostly vegan items.",Restaurants,Restaurants,"Best Indian Restaurants with Vegetarian and Vegan options (Ottawa),Indian,Restaurant,Sri-Lankan,Vegan-friendly",gd_place,publish,,,1,0,Never,2016-05-24 12:00,2920 Carling Ave,Ottawa,Ontario,Canada,K2B 7J7,45.356717,-75.8011952,Britannia,45.3552951,-75.8053613,MON - FRI:   11:30am - 02:00pm | 05:00pm - 09:00pm SAT & SUN:  12:00pm - 02:00pm | 05:00pm - 09:00pm,6138287812,info@ceylonta.com,http://www.ceylonta.com/,,https://www.facebook.com/pages/Ceylonta-Restaurant/121402727902332,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,482,https://ethicaltree.com/wp-content/uploads/2016/05/484_celyonta2.jpg,https://ethicaltree.com/wp-content/uploads/2016/05/484_celyonta.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Clover Food and Drink,261,"<h3><strong>simple. humble. food.</strong></h3>
Co-owned and operated by former sous-chef for vegan ZenKitchen, West de Castro, this place serves meat and veg-friendly dishes at reasonable prices for high-quality local food.

Clover takes pride in sourcing from local and ethical producers. They also serve several local craft brews and Ontario wines. Menu items change but always feature very nice vegan options.
<h3><strong>Suppliers</strong></h3>
The food that you eat at Clover is prepared with a lot of love and thought, but the ingredients that we source from our farmers and makers all around Ottawa and Gatineau is the most important part.

The following are all of our suppliers. If you like to cook, you can contact them directly to buy their produce.

Full list of suppliers: <a href=""http://www.cloverottawa.ca/Suppliers"">http://cloverottawa.ca/Suppliers</a>",Restaurants,Restaurants,"Best Organic Restaurants and Businesses (Ottawa),Best Sit-Down Restaurants in Ottawa,Best Woman-owned Restaurants in Ottawa,Dinner,Lunch,Organic,Restaurant,Veg",gd_place,publish,,,1,0,Never,2016-05-24 15:00,155 Bank Street,Ottawa,Ontario,Canada,K1P 5N7,45.4189154,-75.6992203,centretown-1-1-1,45.4133828,-75.6943837,lunch | 11am-2pm (mon-fri) dinner | 5pm-9pm (wed-thu) & 5pm-10pm (fri-sat),6136808803,info@cloverottawa.ca,http://cloverottawa.ca/,https://twitter.com/CloverFoodDrink,https://www.facebook.com/cloverfooddrink/,,,,,"Vegan,Vegetarian,Woman-owned,Organic",Get Directions,CloverFoodDrink,,,0,,0,https://ethicaltree.com/wp-content/uploads/2016/08/486_clover.jpg,https://ethicaltree.com/wp-content/uploads/2016/05/10532651_684321534979850_5330471812289521481_o.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Ahora Mexican Restaurant,59,"<h2>Welcome to Ahora!</h2>
Ahora, which means <i>Now</i>, reflects our commitment to offer a variety of Mexican dishes adapted to today’s taste. Our goal is to offer healthy and tasty Mexican food at affordable prices.Since our opening in 2004, Ahora has grown to be Ottawa’s favorite Mexican Restaurant. Years later, we continue to serve you with the same passion for tasty food and the same desire to please our clients.

Ahora’s festive and casual atmosphere is inspired by typical Mexican Cantinas. Our bright colors and friendly décor will make you believe you traveled to sunny Mexico for a meal.Try our burritos, nachos, quesadillas and tacos, all prepared with the freshest ingredients. We have a free Salsa Bar where you can choose from a variety of mild and hot sauces to spice up your meal just the way you like. We have a variety of vegetarian, vegan and gluten-free options. Accompany your meal with our stellar Margaritas, a selection of beers and cocktails, fresh juices or Mexican soft drinks.We look forward to serving you and hope you will have an enjoyable experience at Ahora.

Since 2004, Ahora Mexican Restaurant has brought a new concept of food and a Salsa bar to Ottawa and the Capital Region. Fresh, healthy, tasty and affordable meals are the core of our place: burritos, quesadillas, tostadas and much more are popular among locals.

Many of these dishes can easily be made vegan with plenty of beans and staff are happy to do so.
<div class=""grammarly-disable-indicator""></div>
<div class=""grammarly-disable-indicator""></div>",Restaurants,Restaurants,"Best Mexican Restaurants with Vegan and Vegetarian Options in Ottawa,Burritos,Mexican,Restaurant,Vegan-friendly",gd_place,publish,,1,1,0,Never,2017-05-11 10:20,307 Dalhousie St,Ottawa,Ontario,Canada,K1N 7E8,45.4294137,-75.6914195,byward-market-1-1-1,45.4294137,-75.6914195,"Mon-Sun:	 11:30 - 22:00",6135622081,INFO@AHORA.CA,http://ahora.ca,,https://www.facebook.com/AhoraMexicanRestaurant/,,,,,"Vegan,Vegetarian",Get Directions,,,"<a href=""http://ahora.ca""> Shop online now! </a>",0,,0,https://ethicaltree.com/wp-content/uploads/2016/08/488_Gluten-Free-Ottawa-Taco-1.jpg,https://ethicaltree.com/wp-content/uploads/2017/04/488_Ahora-Salsa-Bar-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Café Alternatif,24,"Café Alternatif is committed to composting, recycling, and minimizing its environmental impact. We accomplish this by choosing locally sourced products from small-business suppliers, as well as fairly traded and organic coffee and espresso. The space at Café Alt also fosters a strong student community, providing a unique environment for students to eat, study and socialize.

Our Sandwich Menu
Mashed chickpea w/ avocado, tomato and arugula
Curried Chicken w/ pineapple and arugula
Pesto Bocconcini w/ tomatoes and traditional pesto
Smoked salmon w/red onion, capers and dill-infused cream cheese
Beet and Dill Grilled Cheese
Bacon and Apple Grilled Cheese

Selection of Organic and/or Gluten-free Salads

Baked Goods and Deserts
Organic and vegan-friendly cookies
Coffee-Cake and Carrot-Cake (vegan friendly)
Fresh Croissants and Chocolatines baked daily

Hot Beverages
Freshly brewed organic/fairly traded coffee
Variety of organic/fairly traded teas
Variety of specialty espresso drinks, chai lattes and hot chocolate",Cafés and Bakeries,Cafés and Bakeries,"Best Places to Work and Study in Ottawa,Cafe,coffee,sandwhiches,Strawberry Blonde Retailers,student",gd_place,publish,,,1,0,Never,2016-05-24 17:06,60 University Private,Ottawa,Ontario,Canada,K1N 6N5,45.423215,-75.6857371,Sandy Hill,45.4257867,-75.68156,Mon-Fri 8AM-6PM; CLOSED FOR SUMMER,6135625800,cafealt@sfuo.ca,http://sfuo.ca/businesses/cafealt/,https://twitter.com/cafealt,https://www.facebook.com/Cafealt/,,,,,"Vegan,Vegetarian,Fair trade,Organic",Get Directions,cafealt,,,0,,0,https://ethicaltree.com/wp-content/uploads/2016/05/10606329_844879888889572_6714250830857311913_n.jpg,https://ethicaltree.com/wp-content/uploads/2016/05/1476_523101497734081_1808204529_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Cafe Nero Ottawa,261,"Panini
We are a family run business with a passion for amazing coffee, and great food. We are located in Ottawa South and are proudly serving Bridgehead Coffee. Bridgehead only uses fairly traded, organic and shade-grown coffees from small-scale farmers. We build our coffee menu based on the seasonality of freshly available beans offering a rotating selection of origins that change regularly.

For years we have had a dream to be able to provide fine halal deli meats in a café setting. There has been no wide range of premium halal deli in Ottawa thus far, and we are proud to be the first.

Some delicious vegetarian sandwiches also available here.",Cafés and Bakeries,Cafés and Bakeries,"Best Places to Work and Study in Ottawa,Cafe,coffee,Fairtrade,Halal,Sandwiches",gd_place,publish,,,1,0,Never,2016-05-24 17:54,2690 Alta Vista Dr,Ottawa,Ontario,Canada,,45.3732267,-75.6639081,Ottawa South,45.3807492,-75.6703238,Mon-Thurs 7am-9pm; Fri-Sat 7am-10pm; Sun 9am-9pm,6136806376,info@cafenero.ca,http://www.cafenero.ca,,https://www.facebook.com/pages/Cafe-Nero-Ottawa/1748859318680173,,,,,"Fair trade,Organic",Get Directions,,,,0,,0,https://ethicaltree.com/wp-content/uploads/2016/07/492_nero.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,The Table Vegetarian Restaurant,28,"The Table Vegetarian Restaurant's pay by weight buffet, hosts a complete range of organic, vegan and gluten-free dishes, made fresh seven days a week.

NCVA members get 20% discount",Restaurants,Restaurants,"Best Entirely Vegetarian and Vegan Restaurants in Ottawa,Best Organic Restaurants and Businesses (Ottawa),Best Vegan and Vegetarian Breakfast and Brunch Spots in Ottawa,gluten-free,Healthy Vegan and Vegetarian Restaurants in Ottawa,Organic,Restaurant,Vegan,Vegetarian",gd_place,publish,,,1,0,Never,2016-05-24 21:35,"1230 Wellington Ave., West",Ottawa,Ontario,Canada,K1Y 3A1,45.3997429,-75.731928,Hintonburg,45.4017503,-75.7267089,Mon-Fri 11am-9pm; Sat-Sun 11:30am-9pm,6137295973,thetablemail@yahoo.ca,http://www.thetablerestaurant.com,,https://www.facebook.com/TheTableOttawa/,,,,,"Vegan,Vegetarian,Fair trade,Organic",Get Directions,,,,0,,0,https://ethicaltree.com/wp-content/uploads/2016/05/10005932_265808910262431_1383616666_o-1.jpg,https://ethicaltree.com/wp-content/uploads/2016/05/10891650_405198612990126_69143300235225819_n-1.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,ThimbleCakes,10,"We are happy to offer a nut- and egg-free environment, filled with dairy-free, and gluten-free cupcakes, cakes and ice creams on a daily basis! We cater to all allergies and are happy to make you cakes and cupcakes that suit your needs! We buy local and organic as much as possible, compost, recycle and use environmentally friendly papers and cleaning products.

ThimbleCakes offers organic and fair trade coffees and teas to accompany our delicious cupcakes in a vintage cafe setting. Our cupcakes have many organic ingredients and we also offer the best cold glass of organic milk. Our organic hot chocolate mix and chai latte syrup is made in house as is our delicious homemade ice cream. We also offer special occasion cakes, birthday cakes and wedding cakes.
Dairy-free and gluten-free options.

Coffee from Joel’s Coffee is Organic and Fair Trade.",Cafés and Bakeries,Cafés and Bakeries,"Bakery,Best Vegan and Vegetarian Desserts Pastries and Treats in Ottawa,Cafe,coffee,gluten-free",gd_place,publish,,,1,0,Never,2016-05-25 10:56,369 Bank St,Ottawa,Ontario,Canada,K2P,45.4139653,-75.6950059,Centretown,45.41996677,-75.6932603,,6136950109,infothimblecakes@gmail.com,http://thimblecakes.ca/,https://twitter.com/ThimbleCakes,https://www.facebook.com/ThimbleCakes?fref=ts,,,,,"Vegan,Vegetarian,Fair trade,Woman-owned,Organic",Get Directions,ThimbleCakes,,,1,"gd_placecategory,geodir_facebook,post_desc,post_title,geodir_website",0,https://ethicaltree.com/wp-content/uploads/2016/05/502_IMG_2940-1030x1030.jpg,https://ethicaltree.com/wp-content/uploads/2016/05/502_logo.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
