post_id,post_title,post_author,post_content,post_category,default_category,post_tags,post_type,post_status,is_featured,claimed,package_id,alive_days,expire_date,post_date,post_address,post_city,post_region,post_country,post_zip,post_latitude,post_longitude,post_neighbourhood,neighbourhood_latitude,neighbourhood_longitude,geodir_timing,geodir_contact,geodir_email,geodir_website,geodir_twitter,geodir_facebook,geodir_video,geodir_special_offers,linked_cpt_ID,geodir_backendextrainfo,geodir_ethicalcriteria,geodir_get_directions,geodir_twitterusername,geodir_Instagram,geodir_Calltoaction,gd_is_franchise,gd_franchise_lock,franchise,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE,IMAGE
2487,Casa Domenico,5,"Located in Kingston’s downtown market square, Casa Domenico provides a fresh perspective on Italian style cuisine. Executive Chef David Faroldi and his team blends a classical approach with modern elegance in the food preparation, emphasizing on freshness and quality in the ingredients of each menu item.

A carefully selected wine list offers an international array of wines exceptionally paired with the menu and an extensive ‘by the glass’ offering.

Many vegetarian pasta and other dishes which can be easily veganized by removing cheese if you ask your server.",Restaurants,Restaurants,"Best-Sit-Down-Restaurants-in-Kingston,Italian,Pizza,Wine",gd_place,publish,,,1,0,Never,2017-10-04 11:55,35 Brock St,Kingston,Ontario,Canada,,44.2305187,-76.480749,,,,,6135420870,,http://www.casadomenico.com,https://twitter.com/CasaDomenico,,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2487_casapic2.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2487_casapic.jpg,,,,,,,,,,,,,,,,
2489,CHA VILLA CAFE,5,"Cha Villa features bubble tea that's freshly brewed from Prestotea. With fresh fruit slushes, creamy milkys, and desserts, you'll never run out of options! Try our refreshing lime series or warm up with our winter series! 

Many vegan and vegetarian bubble tea and other drinks. Vegetarian dessert options.",Other,Other,"Bubble Tea,Desserts,Restaurant,Tea",gd_place,publish,,,1,0,Never,2017-10-04 12:17,297-299 King St E,Kingston,Ontario,Canada,,44.2298764,-76.481662,,,,,3434771318,chavillacafe@gmail.com,http://www.chavillacafe.ca,,https://www.facebook.com/chavillacafe/,,,,,Vegetarian,Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2489_chavilla.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/13497824_1199353036763339_3017644801823685040_o.png,,,,,,,,,,,,,,,,
2491,Chez Piggy Restaurant,5,"Located in the heart of downtown Kingston, Chez Piggy brings you grace, gusto, taste &amp; imagination. A local favourite and destination for food lovers everywhere, 'the Pig' is the perfect spot for your special occasion, family celebration, romantic rendezvous, business lunch, or cocktails with friends. You haven't experienced Kingston until you've dined with us!

The staff are very happy to accommodate vegetarians and vegans with alternatives, such as vegan tofu scrambles for breakfast and veg-friendly caesars.

All baked goods are supplied by sister business, <a href=""https://kingston.ethicaltree.com/places/kingston/cafesbakeries/pan-chancho-bakery-cafe/""><span class=""style1"">Pan Chancho </span></a><span class=""style1""><a href=""https://kingston.ethicaltree.com/places/kingston/cafesbakeries/pan-chancho-bakery-cafe/"">Bakery</a>.</span>",Restaurants,Restaurants,"Bar,Best Restaurants for Vegan Meals in Kingston,Best Vegan and Vegetarian Breakfast and Brunch Spots in Kingston,Best-Sit-Down-Restaurants-in-Kingston,Best-woman-owned-restaurants-in-kingston,Restaurant,xf",gd_place,publish,1,,4,0,Never,2017-10-04 15:46,68 Princess St,Kingston,Ontario,Canada,,44.2312988,-76.4813987,,,,,6135497673,chezpiggy@kingston.net,http://www.chezpiggy.com,https://twitter.com/chezpiggy,https://www.facebook.com/chezpiggy/,,,,,"Vegan,Vegetarian,Woman-owned",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2018/03/2491_28061514_1626749027391808_1926595792218033770_o.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2018/03/2491_16832172_1270696792997035_5773563051694839472_n.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/16602004_1256189424447772_2655915840627044224_o.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2018/03/2491_1958350_741881842545202_2615807837646491208_n.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2018/03/2491_10363953_664011210332266_3019422142753025462_n.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2018/03/2491_11193223_828604543872931_5886331001952111761_n.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2018/03/2491_16388377_1247588331974548_6772720197973086375_n.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2018/03/2491_26167160_1579919702074741_6079259037593262366_n.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2018/03/2491_26171913_1574795982587113_713087397865257165_o.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2018/03/2491_26173189_1574795915920453_5089610313363867417_o.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2018/03/2491_27501085_1610957722304272_1911915421748245398_o.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2018/03/2491_27709373_1609077049159006_9121495779045964143_o.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2018/03/2491_28071129_1623854931014551_4040254709004624490_o.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2018/03/2491_16386935_1245446268855421_81245028028244202_n.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2018/03/2491_28162188_1624876644245713_3244048521685068231_o.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2018/03/2491_28164836_1629080730491971_2159671540897264407_o.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2018/03/2491_29063817_1653374181395959_6526952233769773147_o-1.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/12289726_928112437255474_4954854515620583311_n.jpg
2493,Choi's Roll,5,"Sushi roll take-out & Delivery.

Good vegetarian selection (can be made vegan with no mayo) with avocado, cucumber, yam, pickled radish, and mushroom.",Restaurants,Restaurants,"best-asian-restaurants-with-vegan-and-vegetarian-options-in-kingston,Best-Vegan-and-Vegetarian-Restaurants-with-Delivery-in-Kingston,Delivery,Restaurant,Sushi",gd_place,publish,,,1,0,Never,2017-10-04 16:02,326 Princess St,Kingston,Ontario,Canada,,44.2325038,-76.4896762,,,,,6135468800,,http://choisroll.com,,https://www.facebook.com/Choisroll/,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2493_choipic.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/11666249_137591709905542_5528315488661886685_n.jpg,,,,,,,,,,,,,,,,
2495,Copper Penny Downtown,5,"Since opening in 1981, the Downtown Copper Penny has established itself as one of Kingston's best casual dining experiences. Located just minutes away from the beautiful Kingston waterfront!

Some great vegetarian options here including replacing any burger with a portobello mushroom patty!",Restaurants,Restaurants,"Best pubs with vegan and vegetarian food in Kingston,Best-Vegan-and-Vegetarian-Burgers-in-Kingston,Burgers,Pub,Restaurant",gd_place,publish,,,1,0,Never,2017-10-04 17:06,240 Princess St,Kingston,Ontario,Canada,,44.2320771,-76.486996,,,,,6135494257,infO@thecopperpenny.ca,http://www.thecopperpenny.ca/,https://twitter.com/The_CopperPenny,https://www.facebook.com/Copper-Penny-133145443425051/,,,,,"Vegetarian,Woman-owned",Get Directions,,,,1,"claimed,geodir_timing,gd_placecategory,geodir_email,geodir_ethicalcriteria,geodir_backendextrainfo,geodir_facebook,post_desc,geodir_menu,geodir_twitter,geodir_website",0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2495_copperpic.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/20664061_1602467029826211_3704792145966697336_n.jpg,,,,,,,,,,,,,,,,
2497,Copper Penny Grill'n Home,469,"Since opening in 1981, the Downtown Copper Penny has established itself as one of Kingston's best casual dining experiences. Located just minutes away from the beautiful Kingston waterfront!

Some great vegetarian options here including replacing any burger with a portobello mushroom patty!",Restaurants,Restaurants,"Best pubs with vegan and vegetarian food in Kingston,Best-Vegan-and-Vegetarian-Burgers-in-Kingston,Burgers,Pub,Restaurant",gd_place,publish,,,1,0,Never,2017-10-05 10:23,759 Bayridge Dr,Kingston,Ontario,Canada,,44.2516254,-76.5909312,,,,,6133894677,infO@thecopperpenny.ca,http://www.thecopperpenny.ca/,https://twitter.com/The_CopperPenny,https://www.facebook.com/Copper-Penny-133145443425051/,,,,,"Vegetarian,Woman-owned",Get Directions,,,,0,,2495,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2497_copperpic.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2497_20664061_1602467029826211_3704792145966697336_n.jpg,,,,,,,,,,,,,,,,
2503,Coppers Pub,5,"Coppers is an authentic 19th Century pub which features a large copper-top bar the shape of which is most conducive to lively, friendly conversation among patrons.  During the summer months Coppers Pub dining area expands to include a lovely street side patio where one may enjoy fresh air dining or just watching the sights of the city. Coppers Pub menu features our famous burgers, steaks, wings, salads, and a great selection of appetizers. Only quality ingredients are used in our kitchen by our Chef Jeff Masucol, who has been overseeing The Queen’s Inn kitchen for over 25 years.

Better vegetarian options than most pubs, including a great vegetarian burger.",Restaurants,Restaurants,"Best pubs with vegan and vegetarian food in Kingston,Best Vegan and Vegetarian Burgers in Ottawa,Queens,Vegetarian",gd_place,publish,,,1,0,Never,2017-10-05 10:39,125 Brock St,Kingston,Ontario,Canada,,44.2309614,-76.4838017,,,,,6135460429,,http://www.queensinn.ca/coppers,https://twitter.com/queensinn,http://www.facebook.com/pages/The-Queens-Inn/148517235202661,,,,,Vegetarian,Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2503_copperpubpic.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2503_copperpubpic2.jpg,,,,,,,,,,,,,,,,
2510,Curry Original,5,"After fifteen years in business at the Curry Village, Weais and Ali Afzal pioneers of Indian cuisine in Kingston left and opened Curry Original restaurant in an old stone - walled space overlooking the waterfront that once housed a local theatre company.  Curry Original has since been in existence at this historic location for over 12 years.

Many vegan and vegetarian options. Just ask your server for recommendations.",Restaurants,Restaurants,"Best Restaurants for Vegan Meals in Kingston,best-indian-restaurants-with-vegetarian-and-vegan-options-kingston,Best-Sit-Down-Restaurants-in-Kingston,Curry,Dinner,Indian,Restaurant,Vegan,Vegetarian",gd_place,publish,,,1,0,Never,2017-10-05 11:26,253 Ontario St,Kingston,Ontario,Canada,,44.230882,-76.4793892,,,,,6135319376,info@curryoriginal.ca,http://www.curryoriginal.ca,,https://www.facebook.com/curryoriginal/,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2510_currypic.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/18953355_1332837310085834_3006127037253359623_o.jpg,,,,,,,,,,,,,,,,
2512,Darbar Restaurant,5,"At Darbar Exotic Indian Cuisine, dine on dishes fit for Emperors and Maharajahs, in a setting that recaptures the regal aura of Darbar at the Royal Palace. Rich red and gold decor, and classical Indian music featuring the exotic tones of the sitar, shenhai, and many other Indian instruments, soothe your senses as you await your meal.

Indian cuisine holds a proud place in the pantheon of international culinary delights, and the menu at Darbar reflects the magnificent geo-ethno-cultural diversity of India, Bangladesh and Pakistan.

Student's discount 20% dine-in only everyday with valid ID 
Tourists' discount 10%

Many vegetarian and vegan options across the menu.",Restaurants,Restaurants,"best-indian-restaurants-with-vegetarian-and-vegan-options-kingston,Curry,Dinner,Indian,Restaurant,Vegan",gd_place,publish,,,1,0,Never,2017-10-05 11:37,479 Princess St,Kingston,Ontario,Canada,,44.2345358,-76.4952494,Williamsville,44.2347888,-76.4960169,,6135487053,darbar.kingston@gmail.com,http://www.darbarkingston.com,,https://www.facebook.com/pages/Darbar-Restaurant/110804855633415,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2512_darbar1.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2512_darbar2.jpg,,,,,,,,,,,,,,,,
2519,Dianne's,5,"Just steps from the waterfront a classic East Coast Kitchen meets the flavours of Baja Mexico! Think Lobster Rolls, Fish N' Chips, Oysters & Fish Chowder along with Guacamole, Tacos, Tostadas & Ceviche. From the Smokehouse, BBQ with a Mexican twist; Smoked Pulled Pork 'Carnitas', Chicken 'Tinga' & Beef Brisket 'Xocolatl'. Plus savory Grilled Steaks, Burgers, Fried Chicken, Salads, Sandwiches and more! From the bar; ice cold Craft Beer & Local Wines on tap! Premium Whiskies & Tequilas, refreshing Cocktails and the City's best fresh-squeezed lime Margaritas! All served in a casual, fun & vibrant atmosphere. Children's menu, vegetarian & gluten-free options available. Take-out.

Vegetarian options including cauliflower tacos and the staff are usually able to prepare off-menu veg options.",Restaurants,Restaurants,"Barbecue,BBQ,Best-mexican-restaurants-with-vegan-and-vegetarian-options-in-kingston,Best-Vegan-and-Vegetarian-Restaurants-for-Grab-and-Go-Lunches-in-Kingston,gluten-free,Restaurant,Take-out,Vegetarian",gd_place,publish,,,1,0,Never,2017-10-05 11:56,195 Ontario St,Kingston,Ontario,Canada,,44.2289784,-76.4807288,,,,,6135073474,info@diannesfishbar.com,http://www.dianneskingston.com,https://twitter.com/DiannesKingston,https://www.facebook.com/DiannesYGK/,,,,,Vegetarian,Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2519_diane1.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/16251797_1240016506052998_8205998586767773366_o.jpg,,,,,,,,,,,,,,,,
2524,Dim Sum Kingston,5,"Call for Take-out TODAY!
We only use quality, fresh ingredients in all our dishes. 

Vegetarian Dim Sum options.",Restaurants,Restaurants,"Best-Vegan-and-Vegetarian-Restaurants-for-Grab-and-Go-Lunches-in-Kingston,Dim Sum,Restaurant",gd_place,publish,,,1,0,Never,2017-10-05 12:01,501 Princess St,Kingston,Ontario,Canada,,44.2349036,-76.4962148,Williamsville,44.2347888,-76.4960169,,6137660194,,http://www.dimsumkingston.com,,https://www.facebook.com/pages/Dim-Sum-Kingston/175253302629699,,,,,Vegetarian,Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2524_dimsum.jpg,,,,,,,,,,,,,,,,,
2528,DOX Restaurant Bar & Patio,5,"DOX provides an inviting decor with amazing views overlooking Kingston's historic inner harbour. Our Executive Chef Victor Clementino and his culinary team have created innovative dishes with broad appeal featuring an extravagant list of locally sourced ingredients. The DOX at Holiday Inn Kingston Waterfront offers a relaxing environment with clever drinks, distinguished food and superior service making it easy for you to enjoy first class food. Now offering nightly features, show your LOCAL ID to receive an amazing discount, come down DOX-side and check us out! The DOX Restaurant ~ Bar & Patio is open daily 6:30am-11pm.

Solid vegetarian options including a mushroom bruschetta and veggie flatbread.",Restaurants,Restaurants,"Bar,Best pubs with vegan and vegetarian food in Kingston,Restaurant,Vegetarian",gd_place,publish,,,1,0,Never,2017-10-05 12:10,2 Princess St,Kingston,Ontario,Canada,,44.2306378,-76.477938,,,,,6135498400,mdavis@hikingstonwaterfront.com,http://www.hikingstonwaterfront.com/dining-restaurants/hotel-restaurants-menus.php,,https://www.facebook.com/DOX-Restaurant-Bar-Patio-1040959215983570/,,,,,Vegetarian,Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/20157700_1421308064615348_7544207639432788432_o.jpg,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/20994081_1456047924474695_761450268982215169_n.jpg,,,,,,,,,,,,,,,,
2530,El Asador,5,"Authentic Latin-Indian Cuisine with good vegetarian options that can be easily veganized if you ask. Specializing in burritos, curries, and curry-burritos!",Restaurants,Restaurants,"best-indian-restaurants-with-vegetarian-and-vegan-options-kingston,Best-mexican-restaurants-with-vegan-and-vegetarian-options-in-kingston,Best-Vegan-and-Vegetarian-Restaurants-for-Grab-and-Go-Lunches-in-Kingston,Burritos,Curry,Diner,Fast food,Indian,Mexican,Restaurant",gd_place,publish,,,1,0,Never,2017-10-05 12:17,375 Princess St,Kingston,Ontario,Canada,,44.2330326,-76.4911439,,,,,6135476868,,http://www.menudb.ca/e/view?locale=kingston&id=16&g=El+Asador,,https://www.facebook.com/pages/El-Asador/161226710564982,,,,,"Vegan,Vegetarian",Get Directions,,,,0,,0,https://kingston.ethicaltree.com/wp-content/uploads/2017/10/2530_burrito.png,,,,,,,,,,,,,,,,,
